name,photo,qualification,work_experience,current_position,current_employer,field_of_expertise,skills,average_rating,id,description,previous_employer_1,previous_employer_2,address_1,address_2
Christopher Gonzalez,https://picsum.photos/914/658,MSc in Computer Science,31,Product Manager,Lang-Garcia,User Experience,"Agile, Scrum, Project Management, Market Research, Stakeholder Management",3.9,399,"Responsible for defining product vision, strategy, and roadmap to deliver value to customers and stakeholders.","Russell, Hogan and Howell","Stewart, Jones and Trujillo","449 Thomas Keys Suite 165
Cochranberg, CT 81525","900 David Dale Suite 271
West Kimberlyton, RI 96191"
Patricia Johnson,https://placekitten.com/851/709,PhD in Computer Science,25,Principal AI Researcher,Sutton-Henry,Artificial Intelligence,"Machine Learning, Deep Learning, Computer Vision, TensorFlow, PyTorch",3.1,400,No description available,Robinson-Moore,Frey-Cole,"8115 King Courts Suite 189
West Jennyview, CT 42659","02773 Jamie Forge
Mooremouth, PW 01352"
Mario Cole,https://picsum.photos/683/452,MSc in Computer Science,2,Principal Backend Developer,Morris-Peterson,Database Management,"Node.js, REST APIs, Python, NoSQL Databases, Microservices",3.1,401,No description available,Goodwin-White,Larson-Warren,"312 Christopher Estates
Jasontown, UT 42968","4618 Robert Ranch Suite 262
New Douglas, TN 76329"
Carol Carey,https://dummyimage.com/596x457,BSc in Computer Science,30,Blockchain Developer,"Kelley, Taylor and Williams",Cryptography,"Hyperledger, Cryptography, Distributed Systems, Consensus Algorithms, Bitcoin",4.3,402,"Experienced in developing and implementing blockchain solutions, including smart contracts and decentralized applications.",Davis LLC,Jones and Sons,"9811 Ford Station
Reedmouth, TX 73387","8494 Russo Locks
Wilsonshire, RI 77949"
Maria Lindsey,https://picsum.photos/346/689,BSc in Cybersecurity,4,Principal Cybersecurity Specialist,"Lucas, Carson and Santos",Cybersecurity,"Penetration Testing, Incident Response, Cryptography, Vulnerability Assessment, Security Information and Event Management (SIEM)",3.0,403,No description available,"Curtis, Duncan and David","Mercado, Jones and Rogers","4533 Suarez Hills
West Joseph, PW 73366","91562 Wilson Manor Suite 468
South Erik, MS 90459"
Raymond Delgado,https://placekitten.com/381/178,PhD in Computer Science,32,Lead Software Developer,Lang Group,Software Engineering,"C++, Debugging, API Development, System Architecture, Java",1.2,404,No description available,Byrd Group,Hall and Sons,"338 Chelsea Tunnel
East Shannonstad, LA 73628","243 Knight Junctions Suite 629
Davisfurt, CT 87661"
Derek Nelson,https://picsum.photos/787/143,MSc in Data Science,25,Principal Data Scientist,Walters-Lopez,Predictive Analytics,"Python, R, Natural Language Processing, Machine Learning, Data Mining",1.8,405,No description available,Williams Ltd,"Carrillo, Dunn and Brown","11579 Lee Ridge
Joelport, CA 11545","74242 Cook Shoal
New Christinaborough, AZ 82784"
Kristin Lynch,https://placekitten.com/162/496,PhD in Computer Science,12,AI Researcher,Garrison Group,Computer Vision,"Algorithm Development, Natural Language Processing, Reinforcement Learning, TensorFlow, Deep Learning",1.3,406,Dedicated to advancing artificial intelligence through research and development in machine learning and deep learning.,"Walker, Rodriguez and Martin",Carr LLC,"957 Julia Street Suite 097
Mcmillanfurt, DE 14411","9563 Elizabeth Track
Aguilarville, MN 44483"
Vicki Stephens,https://dummyimage.com/530x527,BSc in Information Systems,37,Systems Analyst,"Ochoa, Anthony and Carr",Systems Analysis,"Database Management, Technical Documentation, UML, Business Analysis, System Analysis",3.8,407,Experienced in analyzing and improving system processes to enhance business operations.,Nielsen LLC,Dodson-Rosales,"1291 Jean Plains Suite 903
South Mitchellmouth, MO 02588","47255 Price Summit Apt. 995
South Luketon, AS 14750"
Melanie Morrison,https://dummyimage.com/101x854,BSc in Computer Science,17,Senior Software Engineer,"Campbell, Brandt and Merritt",Database Systems,"Agile Methodologies, API Development, Java, C++, Debugging",1.0,408,"Seasoned software engineer with expertise in software design, development, and system architecture.",Garza PLC,Dickson PLC,"Unit 7053 Box 0385
DPO AA 29240","08960 Kimberly Forks Apt. 246
Justinview, OR 69090"
Steve Salazar,https://dummyimage.com/360x354,BSc in Computer Science,18,Senior Mobile App Developer,"Strickland, Woods and Riddle",Cross-Platform Development,"Flutter, Java, React Native, Android Development, Swift",3.2,409,No description available,"Weaver, Robinson and English",Lopez-Huff,"1738 Ray Common
Francoville, MI 34283","02707 Johnson Ford Apt. 557
Ericport, NH 07115"
Angela Fischer,https://dummyimage.com/34x360,MSc in Information Technology,15,Senior DevOps Engineer,"Perry, Ray and Jordan",DevOps,"Ansible, Docker, Terraform, AWS, Shell Scripting",2.9,410,No description available,Gould Group,"Tapia, Armstrong and Anderson","7561 Leslie Walks
West Patrickberg, MD 06055","5765 Richard Stravenue
Ellenview, PR 36066"
Debra Hall,https://picsum.photos/926/383,BSc in Computer Science,32,Principal Blockchain Developer,"Brock, Villarreal and Powell",Cryptography,"Consensus Algorithms, Bitcoin, Smart Contracts, Distributed Systems, Blockchain Development",2.9,411,No description available,Johnson-Chan,"Blake, Mason and Anderson","Unit 1096 Box 1047
DPO AP 66887","5368 Russell Square Suite 685
Port Jessicafurt, SD 62086"
Ashley Keith,https://dummyimage.com/159x611,BSc in Information Technology,14,Senior DevOps Engineer,"Pratt, Owens and Faulkner",Automation,"Terraform, Shell Scripting, Ansible, Kubernetes, CI/CD",2.9,412,No description available,"Lewis, Green and Graves",Aguilar-Harrison,"57242 Paul Square
Toddchester, CO 81370","USCGC Hunter
FPO AP 40392"
Katherine Keller,https://picsum.photos/52/728,BSc in Information Technology,14,Frontend Developer,"White, Medina and Mcmillan",UI/UX Design,"React, JavaScript, Responsive Design, Vue.js, Angular",1.2,413,Proficient in creating engaging and responsive user interfaces using modern web technologies.,Meadows-Herrera,Thompson-Gonzalez,"154 Rodriguez Crescent
Lake Rebeccafort, AS 72182","91427 Colleen Pike
North Anthonyhaven, IN 29209"
Michele Miller,https://dummyimage.com/8x96,BSc in Cybersecurity,34,Principal Cybersecurity Specialist,Perez-Sutton,Cybersecurity,"Cryptography, Incident Response, Ethical Hacking, Network Security, Security Information and Event Management (SIEM)",4.6,414,No description available,Mason PLC,"Williams, Turner and Briggs","501 Amy Cliffs Apt. 023
North Jeanetteborough, OH 17605","598 Abigail Square
Christinaton, ME 48926"
Sherry White,https://dummyimage.com/542x198,PhD in Computer Science,13,Lead Software Developer,Parker-Holden,System Design,"API Development, Debugging, C++, Agile Methodologies, Database Management",1.2,415,No description available,Maynard Inc,Shaw and Sons,"3981 James Lane
Heidimouth, DC 89920","USNS Gonzalez
FPO AP 53938"
Jeremy Foster,https://picsum.photos/858/774,MSc in Information Systems,34,Senior Systems Analyst,Cabrera-Holloway,Process Improvement,"System Analysis, Requirements Gathering, Technical Documentation, Business Analysis, UML",4.0,416,No description available,Guerra and Sons,Murray LLC,"1247 Hall Inlet Suite 107
Isaacborough, UT 54269","634 Schneider Fields
Lake Amy, GA 89103"
Amy Sanford,https://placekitten.com/734/915,BSc in Information Technology,29,Principal Frontend Developer,"Gray, Rodriguez and Knight",Web Development,"Vue.js, HTML, TypeScript, UI/UX Design, Angular",1.2,417,No description available,Stewart Inc,"Perez, Johnson and Romero","Unit 5146 Box 6170
DPO AE 11768","96583 Wheeler Fork
East Thomas, VA 12918"
Maria Murray,https://placekitten.com/468/413,BSc in Computer Science,10,Principal Software Engineer,Ryan-Hahn,Database Systems,"System Architecture, Agile Methodologies, Java, Software Design, Debugging",1.6,418,No description available,Higgins and Sons,Wallace LLC,"11035 Kathryn Club
West Kevinberg, VT 72357","2156 Rhodes Gateway Apt. 616
Lake Christopherport, OH 93741"
Robert Barber,https://placekitten.com/343/1015,MSc in Blockchain Technology,22,Senior Blockchain Engineer,Cruz-Cline,Blockchain Technology,"Smart Contracts, Distributed Systems, Hyperledger, Cryptography, Solidity",4.7,419,No description available,"Adkins, Garcia and Nunez",Carrillo Group,"17136 Salazar Rue
Smithland, NJ 06318","5176 Thompson Gardens
New Williamstad, AL 97978"
Richard Roy,https://picsum.photos/672/51,MSc in Computer Science,23,Senior Product Manager,Hendricks-Calhoun,Agile Development,"Product Lifecycle Management, Agile, Market Research, User Experience, Scrum",1.9,420,No description available,"Allen, Nunez and Ryan",Calhoun-Howard,"554 Brett Heights Suite 828
Rodriguezport, FL 47664","098 Anita Fields Apt. 696
Amandaside, ME 10718"
Robin Sharp,https://picsum.photos/182/408,BSc in Information Technology,31,Senior Frontend Developer,Perez LLC,Frontend Development,"CSS, React, JavaScript, UI/UX Design, TypeScript",1.6,421,No description available,Mendoza Inc,Rich-Peterson,"447 Richards Junctions
Timothymouth, OH 42390","9876 Sandra Stravenue Suite 151
New Brandonburgh, RI 49194"
Meghan Johnson,https://picsum.photos/479/550,MSc in Network Engineering,5,Principal Network Engineer,Sheppard Inc,Network Administration,"Network Design, LAN/WAN, VPN, Cisco, Network Security",3.9,422,No description available,Young Ltd,Ruiz and Sons,"USCGC Anderson
FPO AE 65135","20358 George Locks Suite 846
North Anthonymouth, PR 55534"
James Martinez,https://picsum.photos/9/937,BSc in Computer Science,33,Principal Frontend Developer,Sullivan-Burns,Web Development,"CSS, UI/UX Design, Responsive Design, HTML, Angular",4.9,423,No description available,"Cook, Baker and Jackson",Choi-Jones,"956 Carter Terrace Suite 617
Poncetown, ME 77055","73340 David Plaza
Lake Jennifer, MN 31365"
Mr. Darren Jordan,https://dummyimage.com/198x739,BSc in Computer Science,14,Lead Software Developer,Jordan PLC,Software Engineering,"C++, Python, Java, Agile Methodologies, System Architecture",3.3,424,No description available,Bush and Sons,Booker Inc,"25860 Butler Summit
Lake Daisy, SD 71148","203 Little Ways
Sarahbury, MP 85569"
Christopher Dean,https://picsum.photos/175/719,MSc in Blockchain Technology,8,Blockchain Developer,Brown Group,Smart Contracts,"Distributed Systems, Ethereum, Smart Contracts, Cryptography, Blockchain Development",1.6,425,"Experienced in developing and implementing blockchain solutions, including smart contracts and decentralized applications.",Cox-Henson,Navarro Group,"92536 Gina Valleys Suite 019
South Donna, OK 48555","623 Michelle Valley
Lake Stephanie, PR 60374"
William Reyes,https://picsum.photos/352/817,BSc in Computer Science,10,Frontend Developer,Figueroa-Mcdonald,Responsive Design,"JavaScript, Angular, HTML, React, Responsive Design",4.0,426,Proficient in creating engaging and responsive user interfaces using modern web technologies.,Myers Group,"Cole, Schmidt and Clark","1153 Zhang Brooks
Taylorchester, PW 03746","16355 Stone Lane
Romerofurt, CT 68310"
Matthew Hill,https://picsum.photos/532/870,BSc in Computer Science,11,Senior Frontend Developer,Jensen-Thomas,Frontend Development,"Vue.js, JavaScript, Angular, UI/UX Design, React",4.2,427,No description available,Peters Group,"Fernandez, Fernandez and Kane","9852 Wolfe Crossing
Padillamouth, NH 23181","733 Cook Corner Suite 640
New Jeremyborough, DC 80028"
Cindy Khan,https://picsum.photos/601/489,MSc in Computer Science,38,Principal Software Engineer,"Huber, Taylor and Martinez",Software Engineering,"Software Design, Agile Methodologies, C++, API Development, System Architecture",4.8,428,No description available,"Hill, Mccann and Vega",Soto LLC,"596 Daniel Wall
Briannastad, PA 88451","Unit 1619 Box 7796
DPO AE 38146"
Daniel Harding,https://placekitten.com/348/389,BSc in Computer Science,28,Blockchain Developer,"Holt, Shields and Boyd",Smart Contracts,"Solidity, Distributed Systems, Cryptography, Hyperledger, Blockchain Development",5.0,429,"Experienced in developing and implementing blockchain solutions, including smart contracts and decentralized applications.",Jackson Group,Mack-Martinez,"5836 Brooke Burg
West Melindaland, AK 02141","4309 Nicole Ranch Suite 483
East Robertchester, VT 25795"
Timothy Brown,https://dummyimage.com/519x769,MSc in Information Technology,30,Senior DevOps Engineer,Osborne Ltd,Cloud Computing,"Azure, Linux, CI/CD, Kubernetes, Terraform",4.8,430,No description available,Mclean-Higgins,"Garcia, Nelson and Owens","3329 Scott Glens Suite 332
North Sydney, AS 67267","4839 Stanley Summit Apt. 646
New Michael, AZ 53994"
Meagan Cole,https://picsum.photos/876/657,BSc in Data Science,21,Data Scientist,Jackson Group,Predictive Analytics,"R, Machine Learning, Python, Data Mining, SQL",1.3,431,"Skilled in data analysis, machine learning, and transforming data into actionable insights.",Hogan Group,"Walker, West and Flores","87801 Mark Camp
New Tammybury, NY 69341","061 Sandoval Mountain Apt. 465
Martinezberg, MN 26680"
Bradley Molina,https://placekitten.com/445/583,BSc in Information Systems,29,Systems Analyst,Johnson and Sons,Systems Analysis,"Requirements Gathering, System Analysis, Business Analysis, System Integration, Technical Documentation",1.8,432,Experienced in analyzing and improving system processes to enhance business operations.,Smith PLC,"Bailey, Phillips and Arroyo","773 Williamson Mountains Suite 586
New Stacy, WI 34662","27080 Martinez Stream
Lindaborough, MI 42429"
Alexis Snow,https://picsum.photos/340/592,BSc in Computer Science,9,Backend Developer,"Moran, Dodson and Best",Microservices Architecture,"Node.js, REST APIs, Backend Development, Python, NoSQL Databases",3.9,433,"Expert in server-side development, databases, and API integration to support frontend applications.","Lopez, Sherman and Gaines","Williams, Fitzpatrick and Hampton","44400 Colon Turnpike
Oconnellbury, KY 24641","1051 Brittany Walks Apt. 939
Jonesmouth, GU 44611"
Erin Hayes,https://picsum.photos/556/495,BSc in Network Engineering,15,Principal Network Engineer,"Mueller, Mcdowell and Wallace",Network Security,"Network Troubleshooting, VPN, Firewall Configuration, Wireless Networking, Cisco",4.1,434,No description available,Clements Ltd,Herrera Group,"38649 Stout Hill Apt. 295
Codyshire, MP 74386","1732 Matthew Creek
West Linda, VI 16114"
Jeremy Stevens,https://picsum.photos/947/677,BSc in Data Science,21,Data Scientist,"Page, Parker and Collins",Data Science,"R, Python, Data Mining, Statistics, Data Visualization",1.1,435,"Skilled in data analysis, machine learning, and transforming data into actionable insights.",Robles LLC,Smith Inc,"0279 Lucas Brooks
Port Cassandra, GA 44051","0381 Watts Inlet Suite 007
Tanyashire, FM 76038"
Shawn Baxter,https://dummyimage.com/951x408,MSc in Data Engineering,3,Senior Data Engineer,Sellers-Curry,ETL Processes,"Database Management, Hadoop, ETL, Data Warehousing, Apache Spark",3.0,436,No description available,"Wolfe, Wolf and Cummings",Porter-Ho,"640 Michael Spring Apt. 329
North Annamouth, OK 74031","0165 Anderson Rue Suite 466
Lisaburgh, PR 32416"
Brandi Espinoza,https://dummyimage.com/760x812,MSc in Data Engineering,33,Data Engineer,"Harris, Holmes and Fleming",Data Engineering,"Hadoop, Big Data, Data Warehousing, SQL, Python",4.9,437,"Skilled in building and maintaining data pipelines, ensuring data integrity and availability for analysis.",Young-Gibbs,Castillo-Valdez,"PSC 3278, Box 1345
APO AE 32657","5078 Bruce Manors
Cooperton, VA 46675"
Johnny Hurley,https://dummyimage.com/779x446,PhD in Data Science,33,Principal Data Scientist,Owen Ltd,Data Science,"Big Data, SQL, Data Visualization, Machine Learning, Data Mining",1.9,438,No description available,"Butler, Rogers and Arnold",Walter Group,"9325 Teresa Crest Apt. 333
Port Maryberg, RI 22580","003 Robert Fort
Masonfort, AS 79421"
